Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positiv_ Examples,Body_size,PCA_Body_size,Functional_variable
?a  ResponseCode  4  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.142857143,0.1,0.1,39,390,390,?a
?a  is_Answer_To  UM21  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  SU01_04  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  is_Answer_To  UM13  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.1,0.1,7,70,70,?a
?a  hasAnswer_Category  negative  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.1,0.1,44,440,440,?a
?a  hasAnswer_Category  textual  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  hasAnswer_Category  very_negative  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.1,0.1,44,440,440,?a
?a  hasAnswer_Category  very_positive  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.1,0.1,44,440,440,?a
?a  ResponseCode  TEXT  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  ResponseCode  10  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseCode  6  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.032967033,0.1,0.1,9,90,90,?a
?a  is_Answer_To  UM18  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  ResponseCode  1  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.1,0.1,40,400,400,?a
?a  ResponseCode  2  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.1,0.1,40,400,400,?a
?a  ResponseCode  5  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.142857143,0.1,0.1,39,390,390,?a
?a  is_Answer_To  UM01  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.1,0.1,6,60,60,?a
?a  hasAnswer_Category  Format  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.1,0.1,3,30,30,?a
?a  ResponseCode  8  ?b  type  NamedIndividual   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.1,0.1,5,50,50,?a
?a  ResponseLabel  Scale value 7  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [6]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  type  Answer  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,1,0.25,0.25,273,1092,1092,?a
?a  ResponseLabel  1 Strongly disagree  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  [5]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Scale value 4  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Scale value 2  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  does not apply at all  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  [8]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [3]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  3  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  ResponseLabel  1 Stimme ?berhaupt nicht zu  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  nicht beantwortet  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseLabel  Scale value 5  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  trifft gar nicht zu  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  Likert response 4  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  Scale value 8  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [2]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Textual response  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  not answered  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseLabel  [7]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  trifft voll zu  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  2 2  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  ResponseLabel  Likert response 2  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  5 Stimme sehr zu  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM22  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  M002_01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  ResponseLabel  3 3  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  SU01_06  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  Scale value 6  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  is_Answer_To  UM15  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  M010_01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  is_Answer_To  UM11  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_03  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM10  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  Likert response 3  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  No recorded response  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  is_Answer_To  UM06  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM24  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM03  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  M004_01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  ResponseLabel  Scale value 3  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  is_Answer_To  UM07  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_02  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  fully applies  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  [4]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  2  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  ResponseLabel  4  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  ResponseLabel  Scale value 9  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [9]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  ?berhaupt nicht [1]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  is_Answer_To  M005  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.014652015,0.25,0.25,4,16,16,?a
?a  is_Answer_To  SU01_09  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_08  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM17  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM12  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  UM25  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM14  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  ResponseLabel  5 Strongly agree  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  not at all [1]  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  4 4  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  is_Answer_To  UM09  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM18  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM02  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM13  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  SU01_05  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  M006_01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  hasAnswer_Category  textual  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  is_Answer_To  SU01_01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  M003_01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  is_Answer_To  UM04  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM21  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM01  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  hasAnswer_Category  NoInfo  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.014652015,0.25,0.25,4,16,16,?a
?a  is_Answer_To  UM23  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM19  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_04  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_10  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM16  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_07  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseCode  6  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.032967033,0.25,0.25,9,36,36,?a
?a  hasAnswer_Category  negative  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  is_Answer_To  UM08  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseCode  4  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.142857143,0.25,0.25,39,156,156,?a
?a  ResponseCode  1  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  hasAnswer_Category  Empty  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.153846154,0.25,0.25,42,168,168,?a
?a  hasAnswer_Category  positive  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  is_Answer_To  UM20  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  hasAnswer_Category  neutral  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  ResponseLabel  [7]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [4]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  hasAnswer_Category  very_negative  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  hasAnswer_Category  Format  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  2 2  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  ResponseLabel  Likert response 2  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  hasAnswer_Category  very_positive  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  ResponseCode  8  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  7  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  does not apply at all  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  [8]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  10  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  TEXT  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  3  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  ResponseCode  -9  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseCode  3  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseLabel  Scale value 5  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  9  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  2  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseLabel  ?berhaupt nicht [1]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  not answered  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?b  subClassOf  Answer  ?a  type  Answer   , ?a  hasAnswerScale_Type  ?b,1,0.25,0.25,273,1092,1092,?a
?a  ResponseCode  5  ?b  type  Scale_Type   , ?a  hasAnswerScale_Type  ?b,0.142857143,0.25,0.25,39,156,156,?a
?a  ResponseLabel  3 3  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  ResponseLabel  [2]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Scale value 7  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [6]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [5]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Scale value 4  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Scale value 2  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  [3]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  1 Stimme ?berhaupt nicht zu  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  nicht beantwortet  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseLabel  fully applies  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  trifft voll zu  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  [9]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  trifft gar nicht zu  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  4  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  ResponseLabel  Likert response 4  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  is_Answer_To  M002_01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  is_Answer_To  M003_01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  ResponseLabel  Scale value 6  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  Likert response 3  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.036630037,0.25,0.25,10,40,40,?a
?a  ResponseLabel  No recorded response  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  Textual response  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  1 Strongly disagree  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  Scale value 3  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseLabel  5 Strongly agree  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  4 4  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  ResponseLabel  not at all [1]  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseLabel  5 Stimme sehr zu  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  Scale value 9  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  is_Answer_To  UM22  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM17  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM15  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  ResponseLabel  Scale value 8  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  is_Answer_To  M010_01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  is_Answer_To  UM11  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM10  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM25  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  M006_01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  is_Answer_To  UM24  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  ResponseLabel  2  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.029304029,0.25,0.25,8,32,32,?a
?a  is_Answer_To  M005  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.014652015,0.25,0.25,4,16,16,?a
?a  is_Answer_To  SU01_09  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_08  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM03  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  M004_01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.04029304,0.25,0.25,11,44,44,?a
?a  is_Answer_To  UM14  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  SU01_06  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM07  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_02  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM09  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM18  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_03  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM02  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM12  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  SU01_01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM06  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM04  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM21  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM01  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
