id	rule_index	rule	grounding
432	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010205 ResponseCode 5 | 5 type User => 20010205 hasAnswerScale_Type Ordinal
43	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	117_M010_01 ResponseOnPlatform 1 => 117_M010_01 type Response
411	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010503 is_Answer_To SU01_05 => 20010503 hasAnswerScale_Type Ordinal
358	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030107 is_Answer_To M003_01 => 10030107 hasAnswerScale_Type Ordinal
220	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30180003 hasAnswerId 30180003 | 30180003 hasAnswerId 30180003 => 30180003 hasAnswerScale_Type Nominal
416	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010101 is_Answer_To SU01_01 => 20010101 hasAnswerScale_Type Ordinal
101	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30120003 hasAnswerId 30120003 | 30120003 type Answer => 30120003 hasAnswerScale_Type Nominal
107	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30010004 hasAnswerId 30010004 | 30010004 type Answer => 30010004 hasAnswerScale_Type Nominal
427	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020106 ResponseCode 6 | 6 type User => 10020106 hasAnswerScale_Type Ordinal
1049	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	327_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 327_SU01_01 type Response
1263	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	184_M006_01 chosen_Answer_Code 10 | 10 type User => 184_M006_01 ResponseOnPlatform 1
605	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	398_SU01_08 hasVisitId 398 | 398_SU01_08 hasVisitId 398 => 398 hasUserId 398
578	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	191_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 191_M006_01 ResponseOnPlatform 1
1191	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	36_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 36_M007_01 ResponseOnPlatform 1
433	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10040103 ResponseCode 3 | 3 type User => 10040103 hasAnswerScale_Type Ordinal
1419	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM13 hasVisitId 407 => 407_UM13 Response_by_User 407
128	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30200005 hasAnswerId 30200005 | 30200005 type Answer => 30200005 hasAnswerScale_Type Nominal
1308	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	25_M007_01 Response_by_User 25 | 25_M007_01 hasVisitId 25 => 25_M007_01 type Response
705	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	115_M004_01 hasVisitId 115 | 115 type User => 115_M004_01 type Response
677	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	417_UM08 Response_by_User 417 | 417 type User => 417_UM08 type Response
380	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060104 is_Answer_To M006_01 => 10060104 hasAnswerScale_Type Ordinal
661	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	269_M010_01 Response_by_User 269 | 269 type User => 269_M010_01 type Response
274	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30130004 ResponseCode 3 | 3 type User => 30130004 hasAnswerScale_Type Nominal
607	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	456_UM17 hasVisitId 456 | 456_UM17 hasVisitId 456 => 456 hasUserId 456
1313	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	433_UM11 Response_by_User 433 | 433_UM11 hasVisitId 433 => 433_UM11 type Response
32	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	470_UM18 ResponseOnPlatform 1 => 470_UM18 type Response
867	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	406_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 406_UM18 type Response
898	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 280_M007_01 hasQuestion M007_01 => 280_M007_01 ResponseOnPlatform 1
614	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	136_M002_01 hasVisitId 136 | 136_M002_01 hasVisitId 136 => 136 hasUserId 136
422	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10030101 ResponseCode 1 | 1 type User => 10030101 hasAnswerScale_Type Ordinal
1058	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	322_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 322_SU01_01 type Response
322	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_06 hasQuestion_Category Agreement | 20010602 is_Answer_To SU01_06 => 20010602 hasAnswerScale_Type Ordinal
277	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30090001 ResponseCode 1 | 1 type User => 30090001 hasAnswerScale_Type Nominal
1244	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	417_UM08 Response_by_User 417 | 417_UM08 hasVisitId 417 => 417_UM08 ResponseOnPlatform 1
939	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	473_UM12 hasQuestion UM12 | UM12 hasQuestion_Category Quality => 473_UM12 type Response
1277	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	276_M006_01 chosen_Answer_Code 10 | 10 type User => 276_M006_01 ResponseOnPlatform 1
1481	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	484_UM10 chosen_Answer_Code 4 => 484_UM10 type Response
163	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM10 hasQuestion_Category Quality | 30100003 is_Answer_To UM10 => 30100003 hasAnswerScale_Type Nominal
374	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100109 is_Answer_To M010_01 => 10100109 hasAnswerScale_Type Ordinal
261	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30120005 is_Answer_To UM12 | UM12 type Question => 30120005 hasAnswerScale_Type Nominal
289	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30120002 ResponseCode 1 | 1 type User => 30120002 hasAnswerScale_Type Nominal
1406	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	179 hasUserId 179 | 179_M008_01 hasVisitId 179 => 179_M008_01 Response_by_User 179
1460	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	370_SU01_08 chosen_Answer_Code 5 => 370_SU01_08 type Response
743	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	335_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 335_SU01_02 ResponseOnPlatform 1
601	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	248_M003_01 hasVisitId 248 | 248_M003_01 hasVisitId 248 => 248 hasUserId 248
306	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 hasQuestion_Category Agreement | 20010805 is_Answer_To SU01_08 => 20010805 hasAnswerScale_Type Ordinal
1249	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	86_M010_01 Response_by_User 86 | 86_M010_01 hasVisitId 86 => 86_M010_01 ResponseOnPlatform 1
310	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_09 hasQuestion_Category Agreement | 20010903 is_Answer_To SU01_09 => 20010903 hasAnswerScale_Type Ordinal
192	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM18 belongsTo uMARS | 30180005 is_Answer_To UM18 => 30180005 hasAnswerScale_Type Nominal
669	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	416_UM07 Response_by_User 416 | 416 type User => 416_UM07 type Response
576	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	465_UM10 hasQuestion UM10 | UM10 hasQuestion_Category Quality => 465_UM10 ResponseOnPlatform 1
1055	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	356_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 356_SU01_06 type Response
63	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	332_SU01_07 hasVisitId 332 => 332_SU01_07 Response_by_User 332
680	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	442_UM19 Response_by_User 442 | 442 type User => 442_UM19 type Response
1063	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	357_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 357_SU01_09 type Response
1352	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	237_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 237_M007_01 type Response
1237	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	416_UM07 Response_by_User 416 | 416_UM07 hasVisitId 416 => 416_UM07 ResponseOnPlatform 1
1198	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 335_SU01_02 hasQuestion SU01_02 => 335_SU01_02 type Response
1392	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM06 hasVisitId 407 => 407_UM06 Response_by_User 407
1486	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	469_UM04 chosen_Answer_Code 4 => 469_UM04 type Response
721	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	327_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 327_SU01_01 ResponseOnPlatform 1
198	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM21 belongsTo uMARS | 30210003 is_Answer_To UM21 => 30210003 hasAnswerScale_Type Nominal
275	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30100001 ResponseCode 1 | 1 type User => 30100001 hasAnswerScale_Type Nominal
1340	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	386_SU01_04 chosen_Answer_Code 3 | 3 type User => 386_SU01_04 type Response
1157	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	297_M002_01 hasQuestion M002_01 | M002_01 type Question => 297_M002_01 ResponseOnPlatform 1
554	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	242_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 242_M008_01 ResponseOnPlatform 1
218	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30200005 hasAnswerId 30200005 | 30200005 hasAnswerId 30200005 => 30200005 hasAnswerScale_Type Nominal
1288	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	269_M010_01 Response_by_User 269 | 269_M010_01 hasVisitId 269 => 269_M010_01 type Response
30	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	284_M010_01 ResponseOnPlatform 1 => 284_M010_01 type Response
56	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	11_M002_01 ResponseOnPlatform 1 => 11_M002_01 type Response
1205	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 338_SU01_02 hasQuestion SU01_02 => 338_SU01_02 type Response
873	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	152_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 152_M002_01 type Response
952	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	486_UM06 hasQuestion UM06 | UM06 hasQuestion_Category Quality => 486_UM06 type Response
425	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010503 ResponseCode 3 | 3 type User => 20010503 hasAnswerScale_Type Ordinal
1087	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	421_UM19 chosen_Answer_Code 4 => 421_UM19 ResponseOnPlatform 1
1078	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	432_UM03 chosen_Answer_Code 4 => 432_UM03 ResponseOnPlatform 1
998	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 355_SU01_02 hasQuestion SU01_02 => 355_SU01_02 ResponseOnPlatform 1
1200	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 349_SU01_02 hasQuestion SU01_02 => 349_SU01_02 type Response
949	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	405_UM13 hasQuestion UM13 | UM13 hasQuestion_Category Quality => 405_UM13 type Response
1231	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	443_UM01 Response_by_User 443 | 443_UM01 hasVisitId 443 => 443_UM01 ResponseOnPlatform 1
924	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 90_M007_01 hasQuestion M007_01 => 90_M007_01 ResponseOnPlatform 1
1387	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM16 hasVisitId 407 => 407_UM16 Response_by_User 407
615	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	484_UM14 hasVisitId 484 | 484_UM14 hasVisitId 484 => 484 hasUserId 484
332	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 hasQuestion_Category Degree | 10100102 is_Answer_To M010_01 => 10100102 hasAnswerScale_Type Ordinal
931	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	248_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 248_M006_01 type Response
99	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30170005 hasAnswerId 30170005 | 30170005 type Answer => 30170005 hasAnswerScale_Type Nominal
528	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	15_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 15_M003_01 ResponseOnPlatform 1
1443	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	444_UM18 chosen_Answer_Code 5 => 444_UM18 type Response
1113	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	428_UM03 hasQuestion UM03 | UM03 type Question => 428_UM03 type Response
620	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	55_M007_01 hasVisitId 55 | 55_M007_01 hasVisitId 55 => 55 hasUserId 55
921	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 132_M007_01 hasQuestion M007_01 => 132_M007_01 ResponseOnPlatform 1
1084	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	440_UM22 chosen_Answer_Code 4 => 440_UM22 ResponseOnPlatform 1
1024	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 205_M007_01 hasQuestion M007_01 => 205_M007_01 type Response
1217	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 356_SU01_02 hasQuestion SU01_02 => 356_SU01_02 type Response
849	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	175_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 175_M007_01 type Response
621	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	439_UM07 hasVisitId 439 | 439_UM07 hasVisitId 439 => 439 hasUserId 439
796	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 408_UM03 hasQuestion UM03 => 408_UM03 ResponseOnPlatform 1
1043	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 69_M007_01 hasQuestion M007_01 => 69_M007_01 type Response
367	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040106 is_Answer_To M004_01 => 10040106 hasAnswerScale_Type Ordinal
584	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	458_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 458_UM15 ResponseOnPlatform 1
1365	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	426_UM26_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 426_UM26_01 type Response
1161	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	40_M007_01 hasQuestion M007_01 | M007_01 type Question => 40_M007_01 ResponseOnPlatform 1
1243	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	98_M008_01 Response_by_User 98 | 98_M008_01 hasVisitId 98 => 98_M008_01 ResponseOnPlatform 1
236	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30080001 hasAnswerId 30080001 | 30080001 hasAnswerId 30080001 => 30080001 hasAnswerScale_Type Nominal
1386	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM09 hasVisitId 407 => 407_UM09 Response_by_User 407
1431	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM25 hasVisitId 407 => 407_UM25 Response_by_User 407
1440	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	481_UM10 chosen_Answer_Code 5 => 481_UM10 type Response
415	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010104 is_Answer_To SU01_01 => 20010104 hasAnswerScale_Type Ordinal
462	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	329 label Username_329 | 329 label Username_329 => 329 hasUserId 329
208	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM12 belongsTo uMARS | 30120003 is_Answer_To UM12 => 30120003 hasAnswerScale_Type Nominal
485	Rule_3	?a type Response => ?a ResponseOnPlatform 1	204_M008_01 type Response => 204_M008_01 ResponseOnPlatform 1
382	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060105 is_Answer_To M006_01 => 10060105 hasAnswerScale_Type Ordinal
350	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030109 is_Answer_To M003_01 => 10030109 hasAnswerScale_Type Ordinal
58	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	450_UM17 ResponseOnPlatform 1 => 450_UM17 type Response
1037	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 188_M007_01 hasQuestion M007_01 => 188_M007_01 type Response
1093	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	317_SU01_10 chosen_Answer_Code 4 => 317_SU01_10 ResponseOnPlatform 1
967	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 458_UM03 hasQuestion UM03 => 458_UM03 type Response
826	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	443_UM16 chosen_Answer_Code 5 => 443_UM16 ResponseOnPlatform 1
714	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	160_M006_01 hasVisitId 160 | 160 type User => 160_M006_01 type Response
1204	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 403_SU01_02 hasQuestion SU01_02 => 403_SU01_02 type Response
679	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	411_UM17 Response_by_User 411 | 411 type User => 411_UM17 type Response
817	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	339_SU01_04 chosen_Answer_Code 5 => 339_SU01_04 ResponseOnPlatform 1
471	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	81 label Username_81 | 81 label Username_81 => 81 hasUserId 81
1150	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	448_UM14 hasQuestion UM14 | UM14 type Question => 448_UM14 ResponseOnPlatform 1
808	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	330_SU01_03 chosen_Answer_Code 5 => 330_SU01_03 ResponseOnPlatform 1
1395	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM07 hasVisitId 407 => 407_UM07 Response_by_User 407
233	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30060005 hasAnswerId 30060005 | 30060005 hasAnswerId 30060005 => 30060005 hasAnswerScale_Type Nominal
453	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	335 label Username_335 | 335 label Username_335 => 335 hasUserId 335
